show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2899,Movie,The Other Man,,,"United Kingdom, United States","February 3, 2015",2008,R,88 min,"Drama, Mystery, Thriller","A taut thriller, The Other Man is an intimate tale of a man who discovers his wife's infidelity and sets out to track down his rival. Driven to pursue the mystery surrounding his wife’s adultery, Liam Neeson embarks on a global pursuit with a haunted passion that begins to probe the nature not simply of jealousy, but of loss and forgiveness. The film is beautifully shot on location in Milan and Lake Como as well as in London and Ely by renowned cinematographer Harris Zambarloukos (Mama Mia!, Heart in the Sand.)"
s2900,Movie,The Resident,,,"United Kingdom, United States","February 3, 2015",2012,R,91 min,"Drama, Horror, Thriller","Juliet, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, and a handsome landlord. But there are secrets behind every wall as Juliet gets the feeling that she is not alone."
s2901,TV Show,The Marvelous Misadventures of Flapjack,,,United States,"February 1, 2015",2008,TV-Y7,3 Seasons,"Adventure, Cartoons, Kids","Oh buoy! Set a course for misadventure! Take a trip to the bizarre sea village of Stormalong Harbor with a kooky kid named Flapjack and his very best friends - a crusty old pirate called Captain K'nuckles, and a wise-talking whale, Bubbie, whose mouth they call home sweet home."
s2902,TV Show,.hack//Roots,,,Japan,"January 30, 2015",2006,TV-14,1 Season,"Action, Adventure, Anime","In the online RPG know as ""The World,"" Haseo and his guild mates are on the search for a legendary item. When a rival team challenges them, the conflict has deep repercussions both inside and outside the game, and threatens to change the players forever."
s2903,TV Show,Stone Quackers,,,United States,"January 24, 2015",2015,TV-MA,1 Season,"Adult Animation, Comedy","Stone Quackers will shock, it will disturb, it will provoke. Executive produced by acclaimed actor John C. Reilly and renowned artist/creator Ben Jones, the duck denizens of Cheeseburger Island endure hardships ranging from hurricanes, severed heads to dangerous hot dogs and the shame of being alive. The show is based on the upbringing of Whit Thomas and Clay Tatum (from the lauded live show PowerViolence) and their experience living in the remote and strange city of Gulf Shores, Alabama. Actress/writer, Heather Lawless (The Heart, She Holler) also stars as John C. Reilly’s angelic yet deviant paramour. Guest stars include Pam Adlon (Louie, Californiacation), Rory Scovel (Ground Floor) and Budd Anthony Diaz (PowerViolence) with music from The Zombies, Lightning Bolt, and The Doobie Brothers."
s2904,TV Show,Death Parade,,,Japan,"January 16, 2015",2015,TV-MA,1 Season,"Anime, Drama, International","There is a place after death that's neither heaven nor hell. A bar that serves you one chance to win. You cannot leave until the game is over, and when it is, your life may be too."
s2905,TV Show,Kamisama Kiss,,,Japan,"January 12, 2015",2012,TV-PG,2 Seasons,"Anime, Comedy, International","Nanami is a homeless high schooler until she accepts an offer to live at a shrine - making her the new local god. With her handsome fox spirit familiar, Nanami learns the ins and outs of godhood and meets more spirits - including two who vie for her love!"
s2906,TV Show,Cake Boss,,,United States,"January 1, 2015",2009,TV-PG,1 Season,"Cooking & Food, Family, Lifestyle & Culture","Master baker of Carlo's City Hall Bake Shop in Hoboken, New Jersey, Buddy is the CAKE BOSS. He supervises a team that includes his mother, four older sisters, and three brothers-in-law."
s2907,Movie,Girls Just Want to Have Fun,,,United States,"January 1, 2015",1985,PG,87 min,"Comedy, Music, Teen","Sarah Jessica Parker, Helen Hunt and Shannen Doherty star in the outrageous '80s comedy hit that's totally packed with outrageous '80s fashions, music, dance moves, and more!"
s2908,Movie,Ron White: A Little Unprofessional,,,United States,"January 1, 2015",2012,80 min,,"Comedy, Stand Up","Ron White delivers more than an hour of all new material with his signature, irreverent storytelling style and the best comedic timing in the business."
s2909,Movie,The Wrong Mans,,,United Kingdom,"December 24, 2014",2013,2 Seasons,,"Action, Adventure, Comedy","Lowly office workers Sam (Matthew Baynton) and Phil (James Corden) have a knack for being in the wrong place at the wrong time. From being dragged into a deadly criminal conspiracy after answering someone else’s phone to being thrown into witness protection in Texas, ‘The Wrong Mans’ is chock-full of plot twists and bold new enemies at every turn."
s2910,TV Show,Stargate Atlantis,,,"Canada, United States","December 19, 2014",2004,TV-14,5 Seasons,"Action, Adventure, Family",A military unit uses an alien Stargate to travel to a far-off galaxy.
s2911,TV Show,Stargate Universe,,,"Canada, United States","December 19, 2014",2009,TV-14,2 Seasons,"Action, Adventure, Family","A band of soldiers, scientists and civilians are forced through a stargate when their hidden base comes under attack. The desperate survivors emerge aboard an ancient ship, The Destiny, which is locked on an unknown course and unable to return to Earth. Faced with meeting the most basic needs of food, water and air, the group must unlock the secrets of the ship's stargate to survive. The danger, adventure and hope they find on board Destiny will reveal the heroes and villains among them."
s2912,TV Show,Body of Proof,,,United States,"December 15, 2014",2011,TV-14,3 Seasons,"Crime, Drama","Dr. Megan Hunt (Dana Delany) was in a class of her own, a brilliant neurosurgeon at the top of her game. Her world is turned upside down when a devastating car accident puts an end to her time in the operating room. Megan resumes her career as a medical examiner determined to solve the puzzle of who or what killed the victims. Megan’s instincts are sharp, but she’s developed a reputation for graying the lines of where her job ends and where the police department’s begins. It turns out her career isn’t the only thing that will need to be rebuilt; Megan’s family has taken a backseat to her ambition, and now she’ll discover there’s a lot of work to do when it comes to dissecting her relationships with the living."
s2913,TV Show,Cold Squad,,,Canada,"December 15, 2014",1998,TV-14,7 Seasons,"Crime, Drama, International","A Police crime-drama about a team of Vancouver police detectives responsible for investigating cases that are officially unsolved or ""cold"". They find an amount of success because of newer technology and additional information coming to light."
s2914,TV Show,Date A Live,,,Japan,"December 5, 2014",2013,TV-14,2 Seasons,"Anime, Comedy, International",Ordinary high school boy Shido is recruited by his sister Kotori to help seal the mysterious Spirits: mystical creatures responsible for devastating spacequakes. There's just one catch: the only way to seal a spirit - is to make her fall in love with you.
s2915,TV Show,Death Note,,,Japan,"December 1, 2014",2006,TV-14,1 Season,"Anime, Crime, Drama","Light Yagami is an ace student with great prospects and he's bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal...or his life?"
s2916,TV Show,Inuyasha - The Final Act,,,Japan,"November 17, 2014",2009,TV-14,1 Season,"Action, Adventure, Anime","Throughout their quest to restore the shattered Shikon Jewel, the half-demon Inuyasha and modern schoolgirl Kagome have never faced an enemy more deadly or more cunning than the demon mastermind Naraku. With the Shikon Jewel nearly whole, the race to collect the remaining shards intensifies and a battle of epic proportions is brewing on the horizon!"
s2917,TV Show,Naruto,,,Japan,"November 1, 2014",2005,TV-PG,4 Seasons,"Adventure, Anime, International","The Village Hidden in the Leaves is home to the stealthiest ninja in the land. But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy – Naruto Uzumaki!"
s2918,TV Show,Rage of Bahamut: Genesis,,,Japan,"October 13, 2014",2014,TV-14,1 Season,"Action, Adventure, Anime",A Dragon once terrorized Mistarcia. The inhabitants of the land joined forces against the fiend and bound its power to a key. Half was guarded by gods and the other by demons. Mistarcia became peaceful – until a woman stole the god's half of the key.
s2919,TV Show,Buddy Complex,,,Japan,"October 6, 2014",2014,TV-14,1 Season,"Action, Adventure, Anime","When a giant robot suddenly attacks the city, a high-school student named Aoba is saved by a classmate piloting her own mecha. After accepting an offer to join the alliance she's is a part of, Aoba is thrust into the middle of high-flying robot warfare."
s2920,TV Show,With All Due Respect,,,United States,"October 6, 2014",2014,TV-G,1 Season,News,"Mark Halperin and John Heilemann - authors of ""Game Change"" and ""Double Down"" - bring a new perspective on American politics."
s2921,TV Show,.hack//SIGN,,,Japan,"September 5, 2014",2002,TV-Y7,1 Season,"Anime, Drama","Tsukasa wakes up inside The World, a massive online role-playing game full of magic and monsters, and finds himself unable to log out. How did he end up stuck in this digital realm, and what, exactly, is going on in the real world?"
s2922,TV Show,David Copperfield,,,"United Kingdom, United States","August 28, 2014",1999,TV-PG,1 Season,"Drama, History, International","Follow David Copperfield from birth to manhood as he meets an extraordinary range of sinister and benevolent characters. From Pegotty, the devoted servant, to the sadistic Mr Murdstone, unctuous Uriah Heap and eternal optimist Mr Micawber."
s2923,TV Show,Terror in Resonance,,,Japan,"August 28, 2014",2014,TV-14,1 Season,"Action, Adventure, Anime","Tokyo has been decimated by a terrorist attack, and the only clue to the culprit's identity is a bizarre internet video. While paranoia spreads, two mysterious children form “Sphinx,” a clandestine entity determined to pull the trigger on this world."
